0.009161647	0.011219512	0.006844892	0.006298816	0.010868407	0.005751686
0.009105691	0.010202764	0.007810532	0.007884923	0.013784213	0.006713913
0.010202764	0.009070295	0.008950453	0.005553352	0.012029094	0.006881759
0.01335349	0.012147043	0.009123364	0.007646401	0.012691036	0.009099437
0.014491209	0.008825863	0.010350615	0.006166771	0.015009381	0.008112583
0.014676716	0.011096606	0.009562964	0.010412758	0.016390728	0.010299798
0.015665796	0.011350433	0.010412758	0.011589404	0.015449697	0.010576506
0.014925373	0.012757974	0.012086093	0.009931948	0.019592544	0.013812155
0.020919325	0.014238411	0.013794372	0.011616818	0.0237876	0.017669699
0.023178808	0.014162222	0.015864759	0.016421117	0.036389083	0.021358923
0.030531543	0.02106632	0.023020258	0.02606718	0.036681628	0.025756891
0.033810143	0.033916513	0.036039188	0.034205231	0.04789878	0.0362
0.059392265	0.050209937	0.052313883	0.046091279	0.07173739	0.057062398
0.0936	0.085126141	0.0882	0.077982386	0.121090855	0.098950267
0.1895	0.21	0.196	0.213	0.2051	0.2231
0.19	0.2	0.2	0.1892	0.205	0.213
